id,index,ret_subj,ploss_subj,avgloss_subj,exploss_subj,glscore_calc,experience_stockmarket_subj,experience_swiss_stockmarket_subj,knowledge_stockmarket_subj,knowledge_swiss_stockmarket_subj,num_investments_subj,mroi_obj,var_obj,avgloss_obj,ploss_obj,maxloss_obj,evloss_x_ploss_obj,quest,perceived
138,SwissReN,2,7,5,10,12,4,1,4,1,5,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
139,SwissReN,3,20,25,20,10,4,2,4,2,50,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
140,SwissReN,4,25,35,20,8,1,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
141,SwissReN,4,60,20,5,10,2,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
143,SwissReN,5,20,10,10,10,4,1,4,3,10,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,3
144,SwissReN,4,30,30,5,10,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,2
145,SwissReN,5,40,30,15,10,1,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
146,SwissReN,5,50,10,6,11,4,4,5,4,20,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
148,SwissReN,4,12,20,12,10,4,2,4,2,4,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
149,SwissReN,4,48,15,25,12,3,1,3,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
150,SwissReN,4,15,22,20,10,4,2,4,2,30,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
151,SwissReN,4,8,5,0,12,2,1,2,1,2,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,2
152,SwissReN,4,50,25,10,10,2,1,2,1,1,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
153,SwissReN,4,45,40,5,12,3,1,3,2,30,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,3
154,SwissReN,4,25,25,10,11,3,1,3,1,4,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
156,SwissReN,4,45,16,10,11,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
157,SwissReN,4,70,30,10,12,2,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,6
158,SwissReN,5,45,20,15,12,2,1,2,1,1,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,6
160,SwissReN,4,60,22,5,9,3,1,3,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
162,SwissReN,5,15,25,0,9,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,2
163,SwissReN,4,20,20,0,10,3,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
164,SwissReN,5,35,20,30,10,1,1,3,1,1,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
166,SwissReN,4,15,3,0,10,1,1,3,2,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,6
167,SwissReN,4,45,11,20,13,2,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
168,SwissReN,5,50,20,20,10,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
169,SwissReN,4,15,30,40,10,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
170,SwissReN,7,55,12,60,9,2,3,3,3,2,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
172,SwissReN,4,25,15,40,9,4,1,4,2,15,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,6
173,SwissReN,3,30,30,2,10,3,3,3,3,500,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,6
179,SwissReN,4,37,20,5,8,2,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
181,SwissReN,5,25,30,20,10,3,1,3,1,4,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,2
182,SwissReN,5,20,20,0,10,1,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
183,SwissReN,4,30,5,5,13,3,1,4,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
184,SwissReN,4,25,20,25,11,3,2,4,2,5,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
185,SwissReN,3,50,15,20,11,2,1,2,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
186,SwissReN,5,35,20,15,11,3,2,4,2,10,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,3
188,SwissReN,5,12,12,15,12,1,1,2,1,3,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,3
189,SwissReN,7,40,10,20,7,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,6
190,SwissReN,4,15,8,20,9,3,1,4,1,2,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,5
191,SwissReN,5,10,10,0,12,1,1,1,1,0,-0.0106749996428571,0.0471349316859003,0.173620818714286,0.5,0.028436019,0.0868104093571429,Predictability,4
60,SwisscomReg,4,60,8,10,11,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
64,SwisscomReg,4,14,7,10,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
65,SwisscomReg,4,50,10,10,10,3,1,3,1,3,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
66,SwisscomReg,4,0,0,10,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
67,SwisscomReg,4,38,9,8,12,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
68,SwisscomReg,5,30,20,15,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
70,SwisscomReg,5,50,12,45,8,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,2
71,SwisscomReg,4,11,10,8,10,4,1,4,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
72,SwisscomReg,4,10,10,15,11,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
74,SwisscomReg,3,40,13,10,11,5,1,4,1,100,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
75,SwisscomReg,4,2,5,4,12,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
76,SwisscomReg,4,30,15,10,9,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
78,SwisscomReg,5,50,5,5,9,3,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
80,SwisscomReg,2,35,30,30,10,3,3,4,4,15,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,1
81,SwisscomReg,4,30,20,10,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
82,SwisscomReg,3,5,20,2,11,3,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
83,SwisscomReg,4,40,10,10,11,5,3,4,3,5,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
84,SwisscomReg,4,17,17,2,13,4,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
86,SwisscomReg,4,0,5,5,10,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
87,SwisscomReg,4,20,10,5,13,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
89,SwisscomReg,4,40,15,5,10,3,1,3,1,5,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
90,SwisscomReg,5,5,40,40,10,2,1,4,3,20,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
91,SwisscomReg,4,40,25,20,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
92,SwisscomReg,5,45,55,65,7,2,1,2,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
93,SwisscomReg,4,35,5,1,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
95,SwisscomReg,4,35,8,15,9,3,1,3,1,3,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
96,SwisscomReg,4,20,10,15,11,4,2,4,2,20,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
97,SwisscomReg,5,30,8,10,10,1,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
98,SwisscomReg,2,5,50,90,3,3,1,3,1,2,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,1
99,SwisscomReg,4,15,10,10,9,2,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
100,SwisscomReg,5,40,8,18,12,5,2,5,2,20,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
101,SwisscomReg,4,62,13,20,10,2,2,2,2,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
103,SwisscomReg,2,10,18,5,12,2,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
104,SwisscomReg,4,6,10,9,6,1,1,2,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
105,SwisscomReg,4,35,25,20,8,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
106,SwisscomReg,4,40,7,11,12,4,3,4,3,15,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
107,SwisscomReg,4,11,9,0,11,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
108,SwisscomReg,4,35,35,35,11,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
109,SwisscomReg,6,30,40,40,10,4,4,5,4,3,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
110,SwisscomReg,4,0,2,0,10,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
111,SwisscomReg,4,0,1,0,11,1,1,2,1,5,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
112,SwisscomReg,4,20,20,8,12,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
113,SwisscomReg,5,40,10,7,11,4,3,3,3,100,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
114,SwisscomReg,4,40,6,3,11,2,1,2,1,4,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
116,SwisscomReg,5,30,15,15,12,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
119,SwisscomReg,4,33,15,0,12,3,1,3,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
120,SwisscomReg,5,45,20,9,11,3,1,3,1,5,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
123,SwisscomReg,4,4,6,5,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
127,SwisscomReg,4,25,7,5,12,3,1,4,1,36,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
129,SwisscomReg,5,3,0,0,7,3,2,3,1,2,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
130,SwisscomReg,4,30,12,20,12,1,1,3,2,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
131,SwisscomReg,4,10,10,10,6,2,1,3,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
133,SwisscomReg,5,4,4,0,8,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
134,SwisscomReg,6,30,10,9,11,3,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
135,SwisscomReg,5,45,15,18,9,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
136,SwisscomReg,4,55,15,16,11,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
138,SwisscomReg,1,40,0,0,12,4,1,4,1,5,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,2
139,SwisscomReg,4,15,45,10,10,4,2,4,2,50,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
140,SwisscomReg,4,30,7,15,8,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
141,SwisscomReg,4,40,15,10,10,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,3
143,SwisscomReg,5,25,10,2,10,4,1,4,3,10,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
144,SwisscomReg,4,10,20,0,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
145,SwisscomReg,4,19,17,12,10,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
146,SwisscomReg,4,40,5,5,11,4,4,5,4,20,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
148,SwisscomReg,4,25,23,24,10,4,2,4,2,4,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
149,SwisscomReg,5,35,20,30,12,3,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
150,SwisscomReg,4,45,15,15,10,4,2,4,2,30,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
151,SwisscomReg,4,5,0,0,12,2,1,2,1,2,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
152,SwisscomReg,4,8,15,5,10,2,1,2,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
153,SwisscomReg,5,40,15,0,12,3,1,3,2,30,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
154,SwisscomReg,4,10,10,10,11,3,1,3,1,4,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
156,SwisscomReg,5,40,10,0,11,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
157,SwisscomReg,3,41,10,50,12,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
158,SwisscomReg,4,60,20,20,12,2,1,2,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
160,SwisscomReg,4,60,8,8,9,3,1,3,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
162,SwisscomReg,4,5,10,0,9,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
163,SwisscomReg,4,10,17,5,10,3,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
164,SwisscomReg,4,25,15,15,10,1,1,3,1,1,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,2
166,SwisscomReg,4,5,1,0,10,1,1,3,2,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
167,SwisscomReg,4,45,10,11,13,2,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
168,SwisscomReg,4,20,5,10,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
169,SwisscomReg,2,20,15,15,10,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
170,SwisscomReg,5,80,10,0,9,2,3,3,3,2,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,3
172,SwisscomReg,4,10,50,25,9,4,1,4,2,15,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
173,SwisscomReg,4,30,10,10,10,3,3,3,3,500,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
179,SwisscomReg,5,35,5,8,8,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,3
181,SwisscomReg,4,25,10,30,10,3,1,3,1,4,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,3
182,SwisscomReg,4,5,15,0,10,1,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
183,SwisscomReg,5,40,0,5,13,3,1,4,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
184,SwisscomReg,4,50,10,15,11,3,2,4,2,5,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
185,SwisscomReg,4,50,10,15,11,2,1,2,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,6
186,SwisscomReg,4,20,5,10,11,3,2,4,2,10,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
188,SwisscomReg,4,27,6,8,12,1,1,2,1,3,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
189,SwisscomReg,7,53,50,50,7,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,7
190,SwisscomReg,4,20,5,10,9,3,1,4,1,2,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,5
191,SwisscomReg,4,10,5,0,12,1,1,1,1,0,0.0170872637857143,0.0142656072207856,0.101731093333333,0.428571428571429,0.040152964,0.04359904,Predictability,4
60,SyngentaN,6,50,7,15,11,1,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
64,SyngentaN,5,10,5,2,10,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
65,SyngentaN,6,20,5,5,10,3,1,3,1,3,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
66,SyngentaN,6,0,0,0,10,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,6
67,SyngentaN,5,30,10,10,12,1,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
68,SyngentaN,5,25,25,10,10,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
70,SyngentaN,5,25,18,14,8,2,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
71,SyngentaN,6,10,12,9,10,4,1,4,1,1,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
72,SyngentaN,6,15,15,20,11,1,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
74,SyngentaN,5,30,13,15,11,5,1,4,1,100,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
75,SyngentaN,6,2,25,3,12,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
76,SyngentaN,6,30,10,10,9,1,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
78,SyngentaN,5,5,0,0,9,3,1,3,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
80,SyngentaN,3,50,50,40,10,3,3,4,4,15,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
81,SyngentaN,5,25,25,20,10,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
82,SyngentaN,2,15,10,15,11,3,1,3,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
83,SyngentaN,6,30,12,10,11,5,3,4,3,5,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
84,SyngentaN,5,20,12,5,13,4,1,3,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
86,SyngentaN,5,0,5,5,10,2,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
87,SyngentaN,4,20,10,20,13,2,1,2,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
89,SyngentaN,5,27,10,7,10,3,1,3,1,5,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
90,SyngentaN,5,10,70,60,10,2,1,4,3,20,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
91,SyngentaN,5,30,15,20,10,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
92,SyngentaN,5,30,45,60,7,2,1,2,1,1,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
93,SyngentaN,5,30,5,1,10,1,1,1,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
95,SyngentaN,6,25,8,13,9,3,1,3,1,3,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,5
96,SyngentaN,5,15,15,20,11,4,2,4,2,20,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,6
97,SyngentaN,7,24,4,6,10,1,1,3,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,2
98,SyngentaN,4,30,40,70,3,3,1,3,1,2,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
99,SyngentaN,6,15,8,15,9,2,1,3,1,0,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,3
100,SyngentaN,6,40,15,10,12,5,2,5,2,20,0.140818650071429,0.0541078820490565,0.0954434804,0.357142857142857,0.0166001,0.0340869572857143,Predictability,4
