Datum;Eršffnung;Schluss;Tageshoch;Tagestief;Umsatz (St.)
28.12.15;1'902.00;1'904.00;1'916.00;1'885.00;8'774
23.12.15;1'883.00;1'891.00;1'896.00;1'872.00;11'785
22.12.15;1'850.00;1'860.00;1'868.00;1'838.00;16'527
21.12.15;1'858.00;1'843.00;1'875.00;1'843.00;18'909
18.12.15;1'852.00;1'862.00;1'865.00;1'847.00;33'005
17.12.15;1'898.00;1'869.00;1'903.00;1'860.00;27'655
16.12.15;1'877.00;1'864.00;1'882.00;1'863.00;19'874
15.12.15;1'853.00;1'871.00;1'874.00;1'846.00;23'498
14.12.15;1'856.00;1'835.00;1'860.00;1'832.00;30'073
11.12.15;1'868.00;1'847.00;1'871.00;1'839.00;20'036
10.12.15;1'867.00;1'870.00;1'883.00;1'852.00;29'732
09.12.15;1'933.00;1'905.00;1'933.00;1'889.00;28'459
08.12.15;1'952.00;1'920.00;1'971.00;1'915.00;31'071
07.12.15;1'952.00;1'957.00;1'979.00;1'948.00;22'191
04.12.15;1'939.00;1'940.00;1'949.00;1'919.00;19'067
03.12.15;1'986.00;1'951.00;2'005.00;1'944.00;33'981
02.12.15;1'988.00;1'989.00;1'994.00;1'976.00;18'038
01.12.15;1'983.00;1'979.00;1'989.00;1'974.00;23'088
30.11.15;1'951.00;1'968.00;1'988.00;1'946.00;28'474
27.11.15;1'935.00;1'950.00;1'958.00;1'931.00;18'636
26.11.15;1'917.00;1'934.00;1'938.00;1'914.00;10'776
25.11.15;1'872.00;1'917.00;1'921.00;1'872.00;21'125
24.11.15;1'896.00;1'872.00;1'900.00;1'863.00;23'750
23.11.15;1'922.00;1'904.00;1'923.00;1'900.00;15'438
20.11.15;1'944.00;1'928.00;1'945.00;1'921.00;16'530
19.11.15;1'935.00;1'932.00;1'944.00;1'928.00;18'117
18.11.15;1'905.00;1'925.00;1'932.00;1'900.00;15'701
17.11.15;1'900.00;1'917.00;1'928.00;1'891.00;20'748
16.11.15;1'850.00;1'875.00;1'886.00;1'850.00;12'734
13.11.15;1'870.00;1'866.00;1'878.00;1'859.00;15'630
12.11.15;1'902.00;1'878.00;1'905.00;1'864.00;18'196
11.11.15;1'881.00;1'898.00;1'912.00;1'881.00;18'854
10.11.15;1'896.00;1'876.00;1'917.00;1'876.00;22'155
09.11.15;1'916.00;1'911.00;1'923.00;1'910.00;20'988
06.11.15;1'924.00;1'910.00;1'927.00;1'892.00;18'492
05.11.15;1'919.00;1'924.00;1'934.00;1'890.00;27'254
04.11.15;1'923.00;1'932.00;1'936.00;1'918.00;21'632
03.11.15;1'915.00;1'914.00;1'924.00;1'904.00;18'629
02.11.15;1'877.00;1'907.00;1'920.00;1'874.00;27'361
30.10.15;1'917.00;1'884.00;1'918.00;1'878.00;25'039
29.10.15;1'875.00;1'891.00;1'901.00;1'866.00;32'414
28.10.15;1'850.00;1'857.00;1'863.00;1'838.00;14'113
27.10.15;1'849.00;1'847.00;1'866.00;1'842.00;17'815
26.10.15;1'866.00;1'855.00;1'888.00;1'853.00;20'842
23.10.15;1'828.00;1'861.00;1'869.00;1'828.00;28'665
22.10.15;1'788.00;1'822.00;1'827.00;1'784.00;25'658
21.10.15;1'806.00;1'794.00;1'809.00;1'783.00;9'977
20.10.15;1'797.00;1'796.00;1'801.00;1'778.00;11'479
19.10.15;1'790.00;1'793.00;1'811.00;1'789.00;8'869
16.10.15;1'814.00;1'799.00;1'819.00;1'788.00;15'745
15.10.15;1'794.00;1'800.00;1'802.00;1'781.00;16'083
14.10.15;1'785.00;1'787.00;1'801.00;1'777.00;16'800
13.10.15;1'811.00;1'790.00;1'811.00;1'782.00;17'252
12.10.15;1'820.00;1'809.00;1'822.00;1'801.00;14'584
09.10.15;1'820.00;1'815.00;1'823.00;1'803.00;33'101
08.10.15;1'802.00;1'804.00;1'813.00;1'795.00;23'619
